flight_id,route_code,airline_code,airline_name,flight_number,origin_city,origin_airport_code,origin_airport_name,destination_city,destination_airport_code,destination_airport_name,flight_date,departure_time,arrival_time,departure_datetime,arrival_datetime,duration_minutes,stops,cabin_class,price_twd,currency,seats_total,seats_available,baggage_kg,status,source_type,created_at,updated_at
579,KHH-NRT,CI,華航,CI391,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-15,15:10,18:43,2026-07-15 15:10:00,2026-07-15 18:43:00,213,0,premium_economy,17250,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
580,TPE-HND,BR,長榮,BR559,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-07-15,22:15,01:48,2026-07-15 22:15:00,2026-07-16 01:48:00,213,0,premium_economy,16100,TWD,36,2,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
581,KHH-OKA,CI,華航,CI230,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-16,10:20,12:20,2026-07-16 10:20:00,2026-07-16 12:20:00,120,0,business,20500,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
582,TPE-OKA,BR,長榮,BR685,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-07-16,12:35,14:27,2026-07-16 12:35:00,2026-07-16 14:27:00,112,0,premium_economy,10880,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
583,KHH-NRT,IT,虎航,IT005,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-16,12:35,16:09,2026-07-16 12:35:00,2026-07-16 16:09:00,214,0,premium_economy,12380,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
584,KHH-SDJ,BR,長榮,BR767,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-07-16,13:40,17:25,2026-07-16 13:40:00,2026-07-16 17:25:00,225,0,economy,12170,TWD,180,72,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
585,TPE-OKA,MM,樂桃,MM849,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-07-16,13:40,15:17,2026-07-16 13:40:00,2026-07-16 15:17:00,97,0,economy,5490,TWD,180,92,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
586,TPE-OIT,IT,虎航,IT196,桃園,TPE,桃園國際機場,大分,OIT,大分機場,2026-07-16,15:10,17:43,2026-07-16 15:10:00,2026-07-16 17:43:00,153,0,economy,7810,TWD,180,42,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
587,TPE-KMJ,IT,虎航,IT709,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-16,15:10,17:34,2026-07-16 15:10:00,2026-07-16 17:34:00,144,0,business,19910,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
588,TPE-CTS,BR,長榮,BR771,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-07-16,20:05,00:07,2026-07-16 20:05:00,2026-07-17 00:07:00,242,0,business,36000,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
589,TPE-OKA,MM,樂桃,MM849,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-07-16,20:05,21:55,2026-07-16 20:05:00,2026-07-16 21:55:00,110,0,premium_economy,8020,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
590,KHH-NRT,MM,樂桃,MM517,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-17,01:35,05:13,2026-07-17 01:35:00,2026-07-17 05:13:00,218,0,premium_economy,13140,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
591,TPE-SDJ,CI,華航,CI588,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-17,06:50,10:39,2026-07-17 06:50:00,2026-07-17 10:39:00,229,0,premium_economy,16040,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
592,KHH-NRT,MM,樂桃,MM277,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-17,06:50,10:24,2026-07-17 06:50:00,2026-07-17 10:24:00,214,0,business,23340,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
593,KHH-SDJ,IT,虎航,IT539,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-07-17,08:10,11:53,2026-07-17 08:10:00,2026-07-17 11:53:00,223,0,economy,10550,TWD,180,39,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
594,KHH-SDJ,JX,星宇,JX503,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-07-17,12:35,16:24,2026-07-17 12:35:00,2026-07-17 16:24:00,229,0,premium_economy,18640,TWD,36,6,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
595,KHH-KIX,MM,樂桃,MM603,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-17,12:35,15:32,2026-07-17 12:35:00,2026-07-17 15:32:00,177,0,premium_economy,12020,TWD,36,5,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
596,TPE-TAK,IT,虎航,IT701,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-07-17,17:25,20:03,2026-07-17 17:25:00,2026-07-17 20:03:00,158,0,business,18400,TWD,20,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
597,KHH-AKJ,IT,虎航,IT052,高雄,KHH,高雄國際機場,旭川,AKJ,旭川機場,2026-07-17,20:05,00:37,2026-07-17 20:05:00,2026-07-18 00:37:00,272,0,business,33140,TWD,20,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
598,TPE-TAK,CI,華航,CI407,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-07-18,06:50,09:35,2026-07-18 06:50:00,2026-07-18 09:35:00,165,0,business,25670,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
599,TPE-SDJ,JX,星宇,JX016,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-18,06:50,10:38,2026-07-18 06:50:00,2026-07-18 10:38:00,228,0,premium_economy,17490,TWD,36,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
600,TPE-HND,MM,樂桃,MM883,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-07-18,06:50,10:20,2026-07-18 06:50:00,2026-07-18 10:20:00,210,0,premium_economy,15830,TWD,36,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
601,TPE-NGO,BR,長榮,BR884,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-07-18,08:10,11:20,2026-07-18 08:10:00,2026-07-18 11:20:00,190,0,economy,9330,TWD,180,74,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
602,KHH-OKA,IT,虎航,IT614,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-18,08:10,09:56,2026-07-18 08:10:00,2026-07-18 09:56:00,106,0,premium_economy,11930,TWD,36,6,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
603,TPE-SDJ,JX,星宇,JX736,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-18,10:20,13:58,2026-07-18 10:20:00,2026-07-18 13:58:00,218,0,economy,11150,TWD,180,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
604,KHH-KIX,BR,長榮,BR099,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-18,13:40,16:35,2026-07-18 13:40:00,2026-07-18 16:35:00,175,0,business,27050,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
605,KHH-HND,MM,樂桃,MM470,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-18,15:10,18:47,2026-07-18 15:10:00,2026-07-18 18:47:00,217,0,economy,9330,TWD,180,36,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
606,KHH-FUK,MM,樂桃,MM209,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-07-18,17:25,19:56,2026-07-18 17:25:00,2026-07-18 19:56:00,151,0,economy,8480,TWD,180,5,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
607,KHH-KMQ,IT,虎航,IT227,高雄,KHH,高雄國際機場,小松,KMQ,小松機場,2026-07-18,20:05,23:34,2026-07-18 20:05:00,2026-07-18 23:34:00,209,0,premium_economy,14820,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
608,KHH-OKJ,IT,虎航,IT544,高雄,KHH,高雄國際機場,岡山,OKJ,岡山機場,2026-07-18,22:15,01:06,2026-07-18 22:15:00,2026-07-19 01:06:00,171,0,premium_economy,14440,TWD,36,4,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
609,TPE-OKA,BR,長榮,BR025,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-07-19,08:10,10:00,2026-07-19 08:10:00,2026-07-19 10:00:00,110,0,premium_economy,11900,TWD,36,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
610,TPE-KMI,IT,虎航,IT384,桃園,TPE,桃園國際機場,宮崎,KMI,宮崎機場,2026-07-19,12:35,15:18,2026-07-19 12:35:00,2026-07-19 15:18:00,163,0,premium_economy,12350,TWD,36,3,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
611,KHH-HKD,IT,虎航,IT692,高雄,KHH,高雄國際機場,函館,HKD,函館機場,2026-07-19,12:35,17:13,2026-07-19 12:35:00,2026-07-19 17:13:00,278,0,economy,12240,TWD,180,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
612,TPE-NGO,JX,星宇,JX290,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-07-19,15:10,18:25,2026-07-19 15:10:00,2026-07-19 18:25:00,195,0,economy,9720,TWD,180,82,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
613,KHH-HND,MM,樂桃,MM050,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-19,15:10,18:37,2026-07-19 15:10:00,2026-07-19 18:37:00,207,0,economy,9190,TWD,180,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
614,KHH-OKA,BR,長榮,BR672,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-19,17:25,19:23,2026-07-19 17:25:00,2026-07-19 19:23:00,118,0,premium_economy,13750,TWD,36,5,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
615,TPE-KMJ,JX,星宇,JX063,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-19,17:25,19:54,2026-07-19 17:25:00,2026-07-19 19:54:00,149,0,premium_economy,14930,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
616,KHH-CTS,BR,長榮,BR058,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-07-19,20:05,00:18,2026-07-19 20:05:00,2026-07-20 00:18:00,253,0,economy,13340,TWD,180,112,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
617,TPE-CTS,IT,虎航,IT773,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-07-19,20:05,00:05,2026-07-19 20:05:00,2026-07-20 00:05:00,240,0,business,32140,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
618,KHH-KIX,MM,樂桃,MM843,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-19,20:05,23:10,2026-07-19 20:05:00,2026-07-19 23:10:00,185,0,economy,8670,TWD,180,52,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
619,KHH-CTS,MM,樂桃,MM102,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-07-20,01:35,05:50,2026-07-20 01:35:00,2026-07-20 05:50:00,255,0,premium_economy,18750,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
620,TPE-NRT,BR,長榮,BR806,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-07-20,12:35,15:49,2026-07-20 12:35:00,2026-07-20 15:49:00,194,0,premium_economy,13880,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
621,TPE-CTS,JX,星宇,JX217,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-07-20,15:10,19:21,2026-07-20 15:10:00,2026-07-20 19:21:00,251,0,business,35070,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
622,KHH-KIX,JX,星宇,JX725,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-20,15:10,18:14,2026-07-20 15:10:00,2026-07-20 18:14:00,184,0,economy,10550,TWD,180,33,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
623,KHH-HND,CI,華航,CI004,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-20,17:25,21:01,2026-07-20 17:25:00,2026-07-20 21:01:00,216,0,business,31860,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
624,TPE-HSG,IT,虎航,IT209,桃園,TPE,桃園國際機場,佐賀,HSG,佐賀機場,2026-07-20,17:25,19:51,2026-07-20 17:25:00,2026-07-20 19:51:00,146,0,economy,7150,TWD,180,94,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
625,TPE-AKJ,IT,虎航,IT805,桃園,TPE,桃園國際機場,旭川,AKJ,旭川機場,2026-07-20,17:25,21:50,2026-07-20 17:25:00,2026-07-20 21:50:00,265,0,business,34750,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
626,KHH-NRT,MM,樂桃,MM217,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-20,17:25,20:49,2026-07-20 17:25:00,2026-07-20 20:49:00,204,0,premium_economy,12910,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
627,KHH-NRT,BR,長榮,BR833,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-07-20,20:05,23:29,2026-07-20 20:05:00,2026-07-20 23:29:00,204,0,business,29320,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
628,TPE-KIX,IT,虎航,IT024,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-07-20,22:15,01:13,2026-07-20 22:15:00,2026-07-21 01:13:00,178,0,economy,7910,TWD,180,43,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
629,KHH-CTS,CI,華航,CI256,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-07-21,01:35,05:59,2026-07-21 01:35:00,2026-07-21 05:59:00,264,0,economy,12960,TWD,180,69,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
630,KHH-FUK,BR,長榮,BR205,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-07-21,06:50,09:31,2026-07-21 06:50:00,2026-07-21 09:31:00,161,0,economy,9190,TWD,180,79,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
631,KHH-FUK,BR,長榮,BR805,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-07-21,06:50,09:15,2026-07-21 06:50:00,2026-07-21 09:15:00,145,0,business,25980,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
632,TPE-CTS,BR,長榮,BR891,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-07-21,13:40,17:45,2026-07-21 13:40:00,2026-07-21 17:45:00,245,0,business,35080,TWD,20,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
633,TPE-OKA,IT,虎航,IT087,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-07-21,15:10,17:04,2026-07-21 15:10:00,2026-07-21 17:04:00,114,0,premium_economy,10090,TWD,36,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
634,KHH-KIX,MM,樂桃,MM063,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-21,15:10,18:14,2026-07-21 15:10:00,2026-07-21 18:14:00,184,0,business,22070,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
635,TPE-KIX,CI,華航,CI810,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-07-21,17:25,20:17,2026-07-21 17:25:00,2026-07-21 20:17:00,172,0,business,24740,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
636,KHH-KIX,BR,長榮,BR499,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-21,20:05,22:59,2026-07-21 20:05:00,2026-07-21 22:59:00,174,0,economy,8960,TWD,180,120,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
637,TPE-CTS,MM,樂桃,MM515,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-07-21,20:05,00:22,2026-07-21 20:05:00,2026-07-22 00:22:00,257,0,premium_economy,18070,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
638,TPE-TAK,IT,虎航,IT181,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-07-21,22:15,00:46,2026-07-21 22:15:00,2026-07-22 00:46:00,151,0,economy,7180,TWD,180,102,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
639,KHH-FUK,MM,樂桃,MM089,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-07-21,22:15,00:54,2026-07-21 22:15:00,2026-07-22 00:54:00,159,0,premium_economy,13350,TWD,36,3,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
640,KHH-HND,IT,虎航,IT208,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-22,01:35,05:01,2026-07-22 01:35:00,2026-07-22 05:01:00,206,0,economy,9390,TWD,180,51,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
641,KHH-AKJ,IT,虎航,IT242,高雄,KHH,高雄國際機場,旭川,AKJ,旭川機場,2026-07-22,01:35,06:16,2026-07-22 01:35:00,2026-07-22 06:16:00,281,0,business,33850,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
642,TPE-KMJ,JX,星宇,JX663,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-22,01:35,03:57,2026-07-22 01:35:00,2026-07-22 03:57:00,142,0,business,27440,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
643,TPE-TAK,CI,華航,CI007,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-07-22,08:10,10:52,2026-07-22 08:10:00,2026-07-22 10:52:00,162,0,premium_economy,13280,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
644,KHH-CTS,BR,長榮,BR718,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-07-22,10:20,14:36,2026-07-22 10:20:00,2026-07-22 14:36:00,256,0,business,35440,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
645,KHH-HND,CI,華航,CI204,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-22,10:20,13:59,2026-07-22 10:20:00,2026-07-22 13:59:00,219,0,economy,11350,TWD,180,84,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
646,KHH-UKB,JX,星宇,JX109,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-07-22,10:20,13:32,2026-07-22 10:20:00,2026-07-22 13:32:00,192,0,premium_economy,15700,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
647,KHH-HND,JX,星宇,JX292,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-22,12:35,16:12,2026-07-22 12:35:00,2026-07-22 16:12:00,217,0,economy,11960,TWD,180,13,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
648,KHH-UKB,JX,星宇,JX589,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-07-22,12:35,15:42,2026-07-22 12:35:00,2026-07-22 15:42:00,187,0,economy,10210,TWD,180,122,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
649,TPE-TAK,JX,星宇,JX535,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-07-22,13:40,16:16,2026-07-22 13:40:00,2026-07-22 16:16:00,156,0,premium_economy,13940,TWD,36,5,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
650,KHH-HND,CI,華航,CI804,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-07-22,15:10,18:48,2026-07-22 15:10:00,2026-07-22 18:48:00,218,0,premium_economy,16250,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
651,TPE-KIX,MM,樂桃,MM296,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-07-22,17:25,20:14,2026-07-22 17:25:00,2026-07-22 20:14:00,169,0,business,21550,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
652,KHH-NGO,CI,華航,CI669,高雄,KHH,高雄國際機場,名古屋,NGO,中部國際機場,2026-07-23,06:50,09:59,2026-07-23 06:50:00,2026-07-23 09:59:00,189,0,business,28220,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
653,TPE-HND,IT,虎航,IT441,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-07-23,06:50,10:24,2026-07-23 06:50:00,2026-07-23 10:24:00,214,0,premium_economy,12670,TWD,36,6,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
654,KHH-KIJ,IT,虎航,IT810,高雄,KHH,高雄國際機場,新潟,KIJ,新潟機場,2026-07-23,06:50,10:47,2026-07-23 06:50:00,2026-07-23 10:47:00,237,0,premium_economy,15570,TWD,36,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
655,TPE-KMJ,JX,星宇,JX483,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-23,08:10,10:40,2026-07-23 08:10:00,2026-07-23 10:40:00,150,0,economy,8280,TWD,180,116,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
656,TPE-KMJ,CI,華航,CI375,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-23,10:20,12:55,2026-07-23 10:20:00,2026-07-23 12:55:00,155,0,economy,9290,TWD,180,101,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
657,TPE-NRT,MM,樂桃,MM150,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-07-23,10:20,13:34,2026-07-23 10:20:00,2026-07-23 13:34:00,194,0,premium_economy,13940,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
658,KHH-OKA,BR,長榮,BR212,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-07-23,12:35,14:32,2026-07-23 12:35:00,2026-07-23 14:32:00,117,0,business,19130,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
659,KHH-UKB,JX,星宇,JX169,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-07-23,12:35,15:35,2026-07-23 12:35:00,2026-07-23 15:35:00,180,0,economy,10020,TWD,180,40,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
660,TPE-NRT,JX,星宇,JX872,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-07-23,12:35,15:59,2026-07-23 12:35:00,2026-07-23 15:59:00,204,0,economy,9210,TWD,180,78,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
661,TPE-SDJ,IT,虎航,IT672,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-23,13:40,17:23,2026-07-23 13:40:00,2026-07-23 17:23:00,223,0,business,23760,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
662,TPE-KIX,BR,長榮,BR672,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-07-23,17:25,20:28,2026-07-23 17:25:00,2026-07-23 20:28:00,183,0,premium_economy,12520,TWD,36,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
663,TPE-SDJ,JX,星宇,JX316,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-07-23,20:05,23:40,2026-07-23 20:05:00,2026-07-23 23:40:00,215,0,premium_economy,18150,TWD,36,2,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
664,KHH-KIX,BR,長榮,BR759,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-07-23,22:15,01:26,2026-07-23 22:15:00,2026-07-24 01:26:00,191,0,business,28870,TWD,20,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
665,KHH-TAK,CI,華航,CI113,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-07-24,01:35,04:26,2026-07-24 01:35:00,2026-07-24 04:26:00,171,0,economy,8800,TWD,180,103,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
666,TPE-KMJ,CI,華航,CI565,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-07-24,01:35,03:55,2026-07-24 01:35:00,2026-07-24 03:55:00,140,0,business,25560,TWD,20,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
667,KHH-KMJ,CI,華航,CI811,高雄,KHH,高雄國際機場,熊本,KMJ,熊本機場,2026-07-24,01:35,04:22,2026-07-24 01:35:00,2026-07-24 04:22:00,167,0,business,27870,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
668,TPE-KMI,IT,虎航,IT047,桃園,TPE,桃園國際機場,宮崎,KMI,宮崎機場,2026-07-24,01:35,04:17,2026-07-24 01:35:00,2026-07-24 04:17:00,162,0,economy,7380,TWD,180,126,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
669,TPE-KMI,IT,虎航,IT066,桃園,TPE,桃園國際機場,宮崎,KMI,宮崎機場,2026-07-24,01:35,04:24,2026-07-24 01:35:00,2026-07-24 04:24:00,169,0,premium_economy,11980,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
670,TPE-KMQ,IT,虎航,IT186,桃園,TPE,桃園國際機場,小松,KMQ,小松機場,2026-07-24,01:35,04:45,2026-07-24 01:35:00,2026-07-24 04:45:00,190,0,premium_economy,12720,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
